:START_ID,TYPE,:END_ID
mcro_cambridgeltlSapBERTfromPubMedBERTfulltext-ModelDetail,mcro_hasCitation,mcro_cambridgeltlSapBERTfromPubMedBERTfulltext-Citation
mcro_jonatasgrosmanwav2vec2largexlsr53portuguese,mcro_hasCitation,mcro_jonatasgrosmanwav2vec2largexlsr53portuguese-CitationInformationSection
mcro_eng-zho,mcro_hasModelArchitecture,mcro_eng-zho-ModelArchitecture
mcro_CryptoBERT,mcro_hasCitation,mcro_CryptoBERT-CitationInformationSection
mcro_hubertbase,mcro_hasModelArchitecture,mcro_hubertbase-ModelArchitectureInformationSection
mcro_ESM2,mcro_hasModelArchitecture,mcro_ESM2-ModelArchitecture
mcro_lmmslabLLaVAVideo7BQwen2,mcro_hasLimitation,mcro_lmmslabLLaVAVideo7BQwen2-Limitation
mcro_Whisperlargev3model-ModelDetail,mcro_hasModelArchitecture,mcro_Whisperlargev3model-ModelArchitecture
mcro_Qwen2.5-1.5B,mcro_hasUseCase,mcro_Qwen2.5-1.5B-UseCaseInformationSection
mcro_stablediffusionv15modelcard,mcro_hasConsideration,mcro_stablediffusionv15modelcard-Consideration
mcro_Whisperlargev2modelforCTranslate2,mcro_hasModelArchitecture,mcro_Whisperlargev2modelforCTranslate2-ModelArchitectureInformationSection
mcro_mxbai-rerank-xsmall-v1,mcro_hasCitation,mcro_mxbai-rerank-xsmall-v1-CitationInformationSection
mcro_scibert,mcro_hasCitation,mcro_scibert-Citation
mcro_InternVL22B-ModelDetail,mcro_hasModelArchitecture,mcro_InternVL22B-ModelArchitecture
mcro_owlv2,mcro_hasModelArchitecture,mcro_owlv2-ModelArchitecture
mcro_bertbasechinese,mcro_hasLicense,mcro_bertbasechinese-License
mcro_AlibabaNLPgteQwen27Binstruct,mcro_hasLicense,mcro_AlibabaNLPgteQwen27Binstruct-LicenseInformationSection
mcro_WDViTLargeTaggerV3,mcro_hasPerformanceMetric,mcro_WDViTLargeTaggerV3-PerformanceMetric
mcro_FacebookAIxlmrobertalarge,mcro_hasUseCase,mcro_FacebookAIxlmrobertalarge-UseCase
mcro_yuvalkirstainPickScorev1,mcro_hasTrainingData,mcro_yuvalkirstainPickScorev1-TrainingData
mcro_gemma2,mcro_hasModelArchitecture,mcro_gemma2-Architecture
mcro_metaLlama31CollectionOfMultilingualLargeLanguageModelsLlm,mcro_hasModelDetail,mcro_metaLlama31CollectionOfMultilingualLargeLanguageModelsLlm-ModelDetail
mcro_Qwen2505B,mcro_hasCitation,mcro_Qwen2505B-Citation
mcro_openaiwhisperlargev3turbo-ModelDetail,mcro_hasModelArchitecture,mcro_openaiwhisperlargev3turbo-ModelArchitecture
mcro_Xenovabgebaseenv15,mcro_hasUseCase,mcro_Xenovabgebaseenv15-UseCaseInformationSection
mcro_testmodel,mcro_hasLicense,mcro_testmodel-LicenseInformationSection
mcro_clipvitlargepatch14-QuantitativeAnalysis,mcro_hasPerformanceMetric,mcro_clipvitlargepatch14-PerformanceMetric
mcro_efficientnet_b0.ra_in1k-ModelDetail,mcro_hasCitation,mcro_efficientnet_b0.ra_in1k-Citation1
mcro_moondream2,mcro_hasUseCase,mcro_moondream2-UseCase
mcro_whisperbase,mcro_hasIntendedUseCase,mcro_whisperbase-IntendedUseCase
mcro_Protbertmodel,mcro_hasTrainingData,mcro_Protbertmodel-TrainingDataInformationSection
mcro_tiiuaefalconrw1b,mcro_hasUseCase,mcro_tiiuaefalconrw1b-UseCase
mcro_patrickjohncyhfashionclip,mcro_hasUseCase,mcro_patrickjohncyhfashionclip-UseCase
mcro_debertaV3Small,mcro_hasCitation,mcro_debertaV3Small-CitationInformationSection
mcro_t53b,mcro_hasModelDetail,mcro_t53b-ModelDetail
mcro_distilbertbasemodeluncased,mcro_hasModelDetail,mcro_distilbertbasemodeluncased-ModelDetail
mcro_chronos-t5-small,mcro_hasLicense,mcro_chronos-t5-small-License
mcro_detoxify,mcro_hasModelArchitecture,mcro_detoxify-ModelArchitectureInformationSection_Pytorch_Lightning
mcro_upskyybgem3korean-ModelDetailSection,mcro_hasModelArchitecture,mcro_upskyybgem3korean-ModelArchitectureInformationSection
mcro_kobert,mcro_hasUseCase,mcro_kobert-UseCaseInformationSection
mcro_clipvitlargepatch14-UseCase,mcro_hasOutOfScopeUseCase,mcro_clipvitlargepatch14-OutOfScopeUseCase
mcro_fasttextlanguageidentification,mcro_hasUseCase,mcro_fasttextlanguageidentification-UseCase
mcro_intfloatmultilinguale5base,mcro_hasCitation,mcro_intfloatmultilinguale5base-CitationInformationSection
mcro_Qwen2505B,mcro_hasModelArchitecture,mcro_Qwen2505B-ModelArchitecture
mcro_whisperbase-ModelDetail,mcro_hasCitation,mcro_whisperbase-Citation
mcro_byt5small,mcro_hasUseCase,mcro_byt5small-UseCase
mcro_llama2,mcro_hasUseCaseInformation,mcro_llama2-UseCase
mcro_nvidiatitanetlargeenus,mcro_hasLicense,mcro_nvidiatitanetlargeenus-LicenseInformationSection
mcro_t5small,mcro_hasTrainingData,mcro_t5small-TrainingData
mcro_metaLlama3-ModelDetail,mcro_hasModelArchitecture,mcro_metaLlama3-ModelArchitecture
mcro_Qwen257BInstruct1M,mcro_hasModelArchitecture,mcro_Qwen257BInstruct1M-ModelArchitecture
mcro_resnet18a1in1k-ModelDetail,mcro_hasCitation,mcro_resnet18a1in1k-Citation1
mcro_distilwhisperdistillargev3,mcro_hasCitation,mcro_distilwhisperdistillargev3-Citation
mcro_pyannotespeakerdiarization31,mcro_hasCitation,mcro_pyannotespeakerdiarization31-CitationInformationSection
mcro_deepseekaiDeepSeekR1,mcro_hasLicense,mcro_deepseekaiDeepSeekR1-License
mcro_gte-large,mcro_hasModelDetail,mcro_gte-large-ModelDetail
mcro_granitetimeseriesttmr2model,mcro_hasModelDetail,mcro_granitetimeseriesttmr2model-ModelDetail
mcro_pyannotespeakerdiarization30,mcro_hasUseCase,mcro_pyannotespeakerdiarization30-UseCase
mcro_tabletransformerfinetunedfortabledetection,mcro_hasDataset,mcro_tabletransformerfinetunedfortabledetection-DatasetInformationSection
mcro_microsoftbeitlargepatch16224,mcro_hasModelDetail,mcro_microsoftbeitlargepatch16224-ModelDetail
mcro_roberta-baseforextractiveqa,mcro_hasUseCase,mcro_roberta-baseforextractiveqa-UseCaseInformationSection
mcro_wav2vec2largexlsr53-ModelDetail,mcro_hasCitation,mcro_wav2vec2largexlsr53-Citation
mcro_MERTv195M,mcro_hasIntendedUseCase,mcro_MERTv195M-IntendedUseCase
mcro_QwenQwen25VL3BInstruct,mcro_hasUseCase,mcro_QwenQwen25VL3BInstruct-UseCase
mcro_owlvitbasepatch32-Dataset,mcro_hasTrainingData,mcro_owlvitbasepatch32-TrainingData
mcro_allrobertalargev1,mcro_hasUseCase,mcro_allrobertalargev1-UseCaseInformationSection
mcro_gemma2b-Consideration,mcro_hasLimitation,mcro_gemma2b-Limitation
mcro_NLLB200,mcro_hasPerformanceMetric,mcro_NLLB200-PerfMetric
mcro_distilgpt2,mcro_hasUseCase,mcro_distilgpt2-UseCase
mcro_chronosbolttiny,mcro_hasCitation,mcro_chronosbolttiny-Citation
mcro_Qwen3-32B,mcro_hasCitation,mcro_Qwen3-32B-Citation
mcro_openaiclip,mcro_hasDataset,mcro_openaiclip-Dataset
mcro_lmstudiocommunityDeepSeekR10528Qwen38BMLX8bit-ModelDetail,mcro_hasCitation,mcro_lmstudiocommunityDeepSeekR10528Qwen38BMLX8bit-Citation
mcro_resnet18a1in1k,mcro_hasUseCase,mcro_resnet18a1in1k-UseCase
mcro_unslothQwen2505BInstructbnb4bit,mcro_hasCitation,mcro_unslothQwen2505BInstructbnb4bit-Citation
mcro_ModelCardReport,mcro_hasCitation,mcro_ModelCardReport-CitationInformationSection
mcro_prajjwal1bertmedium,mcro_hasIntendedUseCase,mcro_prajjwal1bertmedium-UseCase
mcro_sentencetransformersbertbasenlimeantokens,mcro_hasUseCase,mcro_sentencetransformersbertbasenlimeantokens-UseCase
mcro_bertmultilingualbasemodelcased,mcro_hasTrainingData,mcro_bertmultilingualbasemodelcased-TrainingData
mcro_FlagEmbedding,mcro_hasDataset,mcro_FlagEmbedding-Dataset
mcro_stablediffusionv2-1,mcro_hasDataset,mcro_stablediffusionv2-1-Dataset
mcro_lmmslabLLaVAVideo7BQwen2,mcro_hasTrainingData,mcro_lmmslabLLaVAVideo7BQwen2-TrainingData
mcro_facebookhubertlargels960ft,mcro_hasModelDetail,mcro_facebookhubertlargels960ft-ModelDetail
mcro_modelcard123,mcro_hasLicense,mcro_modelcard123-License
mcro_distilgpt2,mcro_hasModelDetail,mcro_distilgpt2-ModelDetail
mcro_wavlmlarge,mcro_hasUseCase,mcro_wavlmlarge-UseCase
mcro_googleelectrasmalldiscriminator,mcro_hasUseCase,mcro_googleelectrasmalldiscriminator-UseCase
mcro_QwenQwen25VL7BInstruct,mcro_hasModelArchitecture,mcro_QwenQwen25VL7BInstruct-ModelArchitecture
mcro_Qwen25Omni,mcro_hasUseCase,mcro_Qwen25Omni-UseCaseInformationSection
mcro_googlegemma31bit,mcro_hasCitation,mcro_googlegemma31bit-Citation
mcro_Qwen257B,mcro_hasModelArchitecture,mcro_Qwen257B-ModelArchitecture
mcro_naverhyperclovaxHyperCLOVAXSEEDVisionInstruct3B-ModelDetail,mcro_hasModelArchitecture,mcro_naverhyperclovaxHyperCLOVAXSEEDVisionInstruct3B-ModelArchitecture
mcro_swin_transformer_v2_tiny_sized_model,mcro_hasModelDetail,mcro_swin_transformer_v2_tiny_sized_model-ModelDetail
mcro_stabilityaisdturbo,mcro_hasOutOfScopeUse,mcro_stabilityaisdturbo-OutOfScopeUse
mcro_segformerb1finetunedade20k-ModelDetail,mcro_hasArchitecture,mcro_segformerb1finetunedade20k-Architecture
mcro_phobertpretrainedlanguagemodels,mcro_hasModelArchitecture,mcro_phobertpretrainedlanguagemodels-ModelArchitecture
mcro_crossencodermsmarcoMiniLML4v2,mcro_hasDataset,mcro_crossencodermsmarcoMiniLML4v2-DatasetInformationSection
mcro_prithividaparrotparaphraseronT5,mcro_hasUseCase,mcro_prithividaparrotparaphraseronT5-UseCaseInformationSection
mcro_Segformerb0finetunedade512512,mcro_hasUseCase,mcro_Segformerb0finetunedade512512-UseCase
mcro_jhartmannemotionenglishdistilrobertabase-ModelDetail,mcro_hasReference,mcro_jhartmannemotionenglishdistilrobertabase-Reference
mcro_Falconsainsfwimagedetection-ModelDetail,mcro_hasCitation,mcro_Falconsainsfwimagedetection-Citation
mcro_opusmtruen,mcro_hasModelDetail,mcro_opusmtruen-ModelDetail
mcro_EmergentMethodsglinermediumnewsv21-ModelDetail,mcro_hasModelArchitecture,mcro_EmergentMethodsglinermediumnewsv21-ModelArchitecture
mcro_aiforeversbertlargenluru,mcro_hasUseCase,mcro_aiforeversbertlargenluru-UseCase
mcro_jonatasgrosmanwav2vec2largexlsr53japanese,mcro_hasModelArchitecture,mcro_jonatasgrosmanwav2vec2largexlsr53japanese-ModelArchitecture
mcro_conjunctsditre15,mcro_hasEvaluationData,mcro_conjunctsditre15-EvaluationData
mcro_ibmresearchMoLFormerXLboth10pct,mcro_hasModelDetail,mcro_ibmresearchMoLFormerXLboth10pct-ModelDetail
mcro_QdrantallminiLML6v2withattentions,mcro_hasUseCase,mcro_QdrantallminiLML6v2withattentions-UseCaseInformationSection
mcro_Bertbasemultilingualcasednerhrl,mcro_hasTrainingData,mcro_Bertbasemultilingualcasednerhrl-TrainingData
mcro_pyannotesegmentation30,mcro_hasModelDetail,mcro_pyannotesegmentation30-ModelDetail
mcro_rorshark-vit-base,mcro_hasDataset,mcro_rorshark-vit-base-Dataset
mcro_gpt2medium,mcro_hasUseCase,mcro_gpt2medium-UseCase
mcro_bartbase-ModelDetail,mcro_hasLicense,mcro_bartbase-LicenseInformationSection
mcro_clipvitlargepatch14,mcro_hasModelDetail,mcro_clipvitlargepatch14-ModelDetail
mcro_FsoftAICpiiphi,mcro_hasUseCase,mcro_FsoftAICpiiphi-UseCaseInformationSection
mcro_Salesforceblipimagecaptioninglarge,mcro_hasDataset,mcro_Salesforceblipimagecaptioninglarge-Dataset
mcro_yiyanghkustfinberttone,mcro_hasModelArchitecture,mcro_yiyanghkustfinberttone-ModelArchitecture
mcro_speechbrainspkrececapavoxceleb,mcro_hasUseCase,mcro_speechbrainspkrececapavoxceleb-UseCase
mcro_USERbgem3,mcro_hasUseCase,mcro_USERbgem3-UseCase
mcro_emilyalsentzerBioClinicalBERT,mcro_hasUseCase,mcro_emilyalsentzerBioClinicalBERT-UseCase
mcro_deepseekaiDeepSeekV3-ModelDetail,mcro_hasCitation,mcro_deepseekaiDeepSeekV3-Citation
mcro_flan-t5-base,mcro_hasModelDetail,mcro_flan-t5-base-ModelDetail
mcro_wav2vec2largexlsr53espeakcvft,mcro_hasDataset,mcro_wav2vec2largexlsr53espeakcvft-Dataset
mcro_TahaDouajidetrdoctabledetection,mcro_hasModelDetail,mcro_TahaDouajidetrdoctabledetection-ModelDetail
mcro_nomicainomicembedtextv15,mcro_hasModelArchitecture,mcro_nomicainomicembedtextv15-Arch
mcro_llama2-ModelDetail,mcro_hasCitation,mcro_llama2-Citation
mcro_siglipso400mpatch14384,mcro_hasTrainingData,mcro_siglipso400mpatch14384-TrainingData
mcro_HuggingFaceH4zephyr7bbeta,mcro_hasIntendedUseCase,mcro_HuggingFaceH4zephyr7bbeta-IntendedUseCase
mcro_autogluonchronosboltbase,mcro_hasModelParameter,mcro_autogluonchronosboltbase-ModelParameter
mcro_InternVL22B,mcro_hasLicense,mcro_InternVL22B-License
mcro_t5base,mcro_hasTrainingData,mcro_t5base-TrainingData
mcro_sdxl10base,mcro_hasUseCase,mcro_sdxl10base-UseCase
mcro_potion-base-8M,mcro_hasModelArchitecture,mcro_potion-base-8M-ModelArchitecture
mcro_facebookencodec24khz,mcro_hasUseCase,mcro_facebookencodec24khz-UseCaseInformationSection
mcro_T5basesummarizationclaimextractor,mcro_hasUseCase,mcro_T5basesummarizationclaimextractor-UseCase
mcro_deepseekaiDeepSeekV3,mcro_hasModelDetail,mcro_deepseekaiDeepSeekV3-ModelDetail
mcro_Stablediffusionv14ModelCard-ModelDetailSection,mcro_hasLicense,mcro_Stablediffusionv14ModelCard-License
mcro_xclipbasesizedmodel,mcro_hasModelArchitecture,mcro_xclipbasesizedmodel-ModelArchitectureInformationSection
mcro_appleOpenELM11BInstruct,mcro_hasDataset,mcro_appleOpenELM11BInstruct-Dataset
mcro_TahaDouajidetrdoctabledetection,mcro_hasConsideration,mcro_TahaDouajidetrdoctabledetection-Consideration
mcro_sdxl10base-ModelDetail,mcro_hasModelArchitecture,mcro_sdxl10base-ModelArchitecture
mcro_TaiyiCLIPRoberta102MChinese-ModelDetail,mcro_hasCitation,mcro_TaiyiCLIPRoberta102MChinese-Citation2
mcro_flan-t5-large,mcro_hasModelArchitecture,mcro_flan-t5-large-ModelArchitecture
mcro_Qwen3-14B,mcro_hasModelArchitecture,mcro_Qwen3-14B-ModelArchitecture
mcro_modelcard123,mcro_hasModelArchitecture,mcro_modelcard123-ModelArchitecture
mcro_rubertbasecased,mcro_hasCitation,mcro_rubertbasecased-Citation
mcro_rbhatia46financialragmatryoshka,mcro_hasUseCase,mcro_rbhatia46financialragmatryoshka-UseCase
mcro_wav2vec2largexlsrhindi,mcro_hasUseCase,mcro_wav2vec2largexlsrhindi-UseCaseInformationSection
mcro_vitbasepatch8224augreg2in21kftin1k,mcro_hasUseCase,mcro_vitbasepatch8224augreg2in21kftin1k-UseCase
mcro_audeeringwav2vec2largerobust12ftemotionmspdim,mcro_hasLicense,mcro_audeeringwav2vec2largerobust12ftemotionmspdim-LicenseInformationSection
mcro_mimi,mcro_hasModelDetail,mcro_mimi-ModelDetail
mcro_HuggingFaceM4idefics28b,mcro_hasCitation,mcro_HuggingFaceM4idefics28b-Citation
mcro_metallamaLlama3370BInstruct,mcro_hasTrainingData,mcro_metallamaLlama3370BInstruct-TrainingData
mcro_bertmultilingualbasemodeluncased,mcro_hasDataset,mcro_bertmultilingualbasemodeluncased-Dataset
mcro_layoutlmbaseuncased,mcro_hasModelDetail,mcro_layoutlmbaseuncased-ModelDetail
mcro_clipvitlargepatch14-UseCase,mcro_hasPrimaryIntendedUseCase,mcro_clipvitlargepatch14-PrimaryIntendedUseCase
mcro_bigsciencebloomz560m,mcro_hasModelArchitecture,mcro_bigsciencebloomz560m-ModelArchitecture
mcro_mimi,mcro_hasCitation,mcro_mimi-Citation
mcro_nvidiatitanetlargeenus,mcro_hasLimitation,mcro_nvidiatitanetlargeenus-LimitationInformationSection
mcro_whisper,mcro_hasConsideration,mcro_whisper-Consideration
mcro_opensearchprojectopensearchneuralsparseencodingdocv2distill,mcro_hasCitation,mcro_opensearchprojectopensearchneuralsparseencodingdocv2distill-Citation
mcro_playgroundaiplaygroundv251024pxaesthetic,mcro_hasModelDetail,mcro_playgroundaiplaygroundv251024pxaesthetic-ModelDetail
mcro_visiontransformerbasesizedmodel,mcro_hasCitation,mcro_visiontransformerbasesizedmodel-CitationInformationSection3
mcro_distilbartcnn126,mcro_hasQuantitativeAnalysis,mcro_distilbartcnn126-QuantitativeAnalysisSection
mcro_facebookopt125m,mcro_hasLimitation,mcro_facebookopt125m-Limitation
mcro_MyAwesomeModel,mcro_hasDataset,mcro_MyAwesomeModel-Dataset
mcro_ViTSO400M14SigLIP384-ModelDetail,mcro_hasCitation,mcro_ViTSO400M14SigLIP384-Citation1
mcro_DeBERTaDecodingenhancedBERTwithDisentangledAttention,mcro_hasCitation,mcro_DeBERTaDecodingenhancedBERTwithDisentangledAttention-Citation
mcro_roberta-baseforextractiveqa,mcro_hasModelDetail,mcro_roberta-baseforextractiveqa-ModelDetailSection
mcro_playgroundaiplaygroundv251024pxaesthetic,mcro_hasCitation,mcro_playgroundaiplaygroundv251024pxaesthetic-Citation
mcro_keremberkeyolov5nlicenseplate,mcro_hasUseCase,mcro_keremberkeyolov5nlicenseplate-UseCase
mcro_Protbertmodel-ModelDetail,mcro_hasModelArchitecture,mcro_Protbertmodel-ModelArchitectureInformationSection
mcro_EmergentMethodsglinermediumnewsv21,mcro_hasTrainingData,mcro_EmergentMethodsglinermediumnewsv21-TrainingData
mcro_ruri-small-v2-ModelDetailSection,mcro_hasCitation,mcro_ruri-small-v2-CitationInformationSection
mcro_llama32Collection,mcro_hasLicense,mcro_llama32Collection-LicenseInformationSection
mcro_Qwen3-8B-ModelDetail,mcro_hasUseCase,mcro_Qwen3-8B-UseCase
mcro_BAAIbgesmallen,mcro_hasModelArchitecture,mcro_BAAIbgesmallen-ModelArchitectureInformationSection
mcro_CLIPViTB32LAION2B,mcro_hasModelDetail,mcro_CLIPViTB32LAION2B-ModelDetail
mcro_scibert,mcro_hasModelArchitecture,mcro_scibert-ModelArchitecture
mcro_openaiclip-Dataset,mcro_hasTrainingData,mcro_openaiclip-TrainingData
mcro_Dreamshaper8inpainting,mcro_hasModelDetail,mcro_Dreamshaper8inpainting-ModelDetail
mcro_Salesforceblipvqacapfiltlarge,mcro_hasConsideration,mcro_Salesforceblipvqacapfiltlarge-Consideration
mcro_pyannotewespeakervoxcelebresnet34LM,mcro_hasModelArchitecture,mcro_pyannotewespeakervoxcelebresnet34LM-ModelArchitecture
mcro_obideidrobertai2b2-ModelDetail,mcro_hasCitation,mcro_obideidrobertai2b2-Citation
mcro_stablediffusionv15modelcard-ModelDetail,mcro_hasLicense,mcro_stablediffusionv15modelcard-License
mcro_crossencodernlidebertav3base,mcro_hasModelDetail,mcro_crossencodernlidebertav3base-ModelDetail
mcro_gpt2,mcro_hasTrainingProcedure,mcro_gpt2-TrainingProcedure
mcro_Stablediffusionsafetychecker,mcro_hasTechnicalSpecification,mcro_Stablediffusionsafetychecker-TechnicalSpecification
mcro_chronos-t5-base,mcro_hasModelArchitecture,mcro_chronos-t5-base-ModelArchitectureInformationSection
mcro_owlvitbasepatch32-User,mcro_hasPrimaryIntendedUser,mcro_owlvitbasepatch32-PrimaryIntendedUser
mcro_czechwav2vec2xlsr300mcs250,mcro_hasModelDetail,mcro_czechwav2vec2xlsr300mcs250-ModelDetailSection
mcro_parakeet_rnnt_06b,mcro_hasLicense,mcro_parakeet_rnnt_06b-License
mcro_sentencetransformersdistilusebasemultilingualcasedv1,mcro_hasModelArchitecture,mcro_sentencetransformersdistilusebasemultilingualcasedv1-ModelArchitectureInformationSection
mcro_blackforestlabsFLUX1Filldev,mcro_hasLimitation,mcro_blackforestlabsFLUX1Filldev-Limitation
mcro_InternVL378B,mcro_hasUseCase,mcro_InternVL378B-UseCase
mcro_QwenQwen25VL7BInstruct,mcro_hasUseCase,mcro_QwenQwen25VL7BInstruct-UseCase
mcro_microsoftPhi4multimodalinstruct,mcro_hasIntendedUseCase,mcro_microsoftPhi4multimodalinstruct-IntendedUseCase
mcro_deepseekaiDeepSeekR1,mcro_hasUseCase,mcro_deepseekaiDeepSeekR1-UseCaseInformationSection
mcro_Snowflakesnowflakearcticembedxs,mcro_hasIntendedUseCase,mcro_Snowflakesnowflakearcticembedxs-IntendedUseCase
mcro_microsoftFlorence2base,mcro_hasCitation,mcro_Florence-2Citation
mcro_efficientnet_b3.ra2_in1k-ModelDetail,mcro_hasDataset,mcro_efficientnet_b3.ra2_in1k-Dataset
mcro_mistralaiMistral7BInstructv02,mcro_hasLicense,mcro_mistralaiMistral7BInstructv02-License
mcro_ibmresearchMoLFormerXLboth10pct-ModelDetail,mcro_hasIntendedUseCase,mcro_ibmresearchMoLFormerXLboth10pct-IntendedUseCase
mcro_blackforestlabsFLUX1Filldev,mcro_hasModelDetail,mcro_blackforestlabsFLUX1Filldev-ModelDetail
mcro_ProtGPT2,mcro_hasModelDetail,mcro_ProtGPT2-ModelDetail
mcro_chronosboltsmall,mcro_hasModelArchitecture,mcro_chronosboltsmall-ModelArchitecture
mcro_emimodel,mcro_hasModelDetail,mcro_emimodel-ModelDetailSection
mcro_toxigen,mcro_hasUseCase,mcro_toxigen-UseCase
mcro_metallamaLlama3370BInstruct-ModelDetail,mcro_hasLicense,mcro_metallamaLlama3370BInstruct-License
mcro_jonatasgrosmanwav2vec2largexlsr53polish,mcro_hasModelDetail,mcro_jonatasgrosmanwav2vec2largexlsr53polish-ModelDetail
mcro_vitbasepatch8224augreg2in21kftin1k-ModelDetail,mcro_hasTrainingData,mcro_vitbasepatch8224augreg2in21kftin1k-TrainingData
mcro_ruri-small-v2,mcro_hasLicense,mcro_ruri-small-v2-LicenseInformationSection
mcro_metaLlama32Collection,mcro_hasModelDetail,mcro_metaLlama32Collection-ModelDetailSection
mcro_EmergentMethodsglinermediumnewsv21,mcro_hasModelDetail,mcro_EmergentMethodsglinermediumnewsv21-ModelDetail
mcro_longformerbase4096,mcro_hasModelArchitecture,mcro_longformerbase4096-ModelArchitectureInformationSection
mcro_distilwhisperdistillargev3,mcro_hasUseCase,mcro_distilwhisperdistillargev3-UseCase
mcro_example_model,mcro_hasLicense,mcro_example_model-License
mcro_appleOpenELM11BInstruct,mcro_hasModelArchitecture,mcro_appleOpenELM11BInstruct-ModelArchitecture
mcro_sdxl10base,mcro_hasModelDetail,mcro_sdxl10base-ModelDetail
mcro_blackforestlabsFLUX1schnell,mcro_hasOutOfScopeUse,mcro_blackforestlabsFLUX1schnell-OutOfScopeUse
mcro_xclipbasesizedmodel,mcro_hasIntendedUseCase,mcro_xclipbasesizedmodel-UseCaseInformationSection
mcro_RoBERTaBaseModel,mcro_hasUseCase,mcro_RoBERTaBaseModel-UseCase
mcro_llavahfllavaonevisionqwen205bovhf,mcro_hasModelDetail,mcro_llavahfllavaonevisionqwen205bovhf-ModelDetail
mcro_facebookmmslid256-ModelDetail,mcro_hasModelArchitecture,mcro_facebookmmslid256-ModelArchitecture
mcro_canary1bflash,mcro_hasLicense,mcro_canary1bflash-LicenseInformationSection
mcro_facebookencodec24khz-ModelDetailSection,mcro_hasLicense,mcro_facebookencodec24khz-LicenseInformationSection
mcro_Xlmrobertalargenerspanish,mcro_hasPerformanceMetric,mcro_Xlmrobertalargenerspanish-Performance
mcro_facebookmusicgenmedium-IntendedUseCase,mcro_hasPrimaryIntendedUseCase,mcro_facebookmusicgenmedium-PrimaryIntendedUseCase
mcro_autogluonchronosboltbase,mcro_hasQuantativeAnalysis,mcro_autogluonchronosboltbase-QuantativeAnalysis
mcro_speechbrainspkrececapavoxceleb-ModelDetail,mcro_hasArchitecture,mcro_speechbrainspkrececapavoxceleb-Architecture
mcro_depthanythingDepthAnythingV2Smallhf,mcro_hasCitation,mcro_depthanythingDepthAnythingV2Smallhf-CitationInformationSection
mcro_OrengutengLlama38BLexiUncensored,mcro_hasQuantativeAnalysis,mcro_OrengutengLlama38BLexiUncensored-QuantativeAnalysis
